DZCode,DataZoneArea,ClosestED,RouteLength_km,Population
N20002386,Lisburn_North_C3,Royal Victoria Hospital,8.77,639
N20002387,Lisburn_North_C4,Royal Victoria Hospital,8.43,628
N20002388,Lisburn_North_C5,Royal Victoria Hospital,9.24,580
N20002389,Lisburn_North_D3,Royal Victoria Hospital,9.15,565
N20002390,Lisburn_North_E1,Royal Victoria Hospital,9.53,588
N20002391,Lisburn_North_E2,Royal Victoria Hospital,9.86,258
N20002392,Lisburn_North_E3,Royal Victoria Hospital,9.86,770
N20002393,Lisburn_North_F1,Royal Victoria Hospital,10.06,572
N20002394,Lisburn_North_F2,Royal Victoria Hospital,10.22,467
N20002395,Lisburn_North_E4,Royal Victoria Hospital,11.18,397
N20002396,Lisburn_North_F3,Royal Victoria Hospital,9.94,350
N20002397,Lisburn_North_F4,Royal Victoria Hospital,10.42,476
N20002398,Lisburn_North_F5,Royal Victoria Hospital,10.31,454
N20002399,Lisburn_North_G1,Royal Victoria Hospital,11.28,705
N20002400,Lisburn_North_F6,Royal Victoria Hospital,10.52,304
N20002401,Lisburn_North_H1,Royal Victoria Hospital,10.29,402
N20002402,Lisburn_North_F7,Royal Victoria Hospital,10.79,413
N20002403,Lisburn_North_D4,Royal Victoria Hospital,9.38,403
N20002404,Lisburn_North_G2,Royal Victoria Hospital,13.54,"1,045"
N20002405,Lisburn_North_H2,Royal Victoria Hospital,11.11,512
N20002406,Lisburn_North_H3,Royal Victoria Hospital,10.81,563
N20002407,Lisburn_North_J1,Royal Victoria Hospital,10.85,251
N20002408,Lisburn_North_G3,Royal Victoria Hospital,11.04,565
N20002409,Lisburn_North_J2,Royal Victoria Hospital,10.91,413
N20002410,Lisburn_North_H4,Royal Victoria Hospital,11.41,398
N20002411,Lisburn_North_J3,Royal Victoria Hospital,11.30,590
N20002412,Lisburn_North_G4,Royal Victoria Hospital,13.18,476
N20002413,Lisburn_North_H5,Royal Victoria Hospital,12.80,303
N20002414,Lisburn_North_J4,Royal Victoria Hospital,11.00,531
N20002415,Lisburn_North_J5,Royal Victoria Hospital,11.19,442
N20002416,Lisburn_North_G5,Royal Victoria Hospital,12.39,412
N20002417,Lisburn_North_G6,Royal Victoria Hospital,12.88,514
N20002418,Lisburn_North_K1,Royal Victoria Hospital,11.80,424
N20002419,Lisburn_North_K2,Royal Victoria Hospital,12.13,278
N20002420,Lisburn_North_K3,Royal Victoria Hospital,12.00,475
N20002421,Lisburn_North_K4,Royal Victoria Hospital,12.39,276
N20002422,Lisburn_North_K5,Royal Victoria Hospital,12.76,269
N20002423,Lisburn_North_K6,Royal Victoria Hospital,12.70,502
N20002424,Downshire_East_A1,Royal Victoria Hospital,8.70,533
N20002425,Downshire_East_A2,Royal Victoria Hospital,9.89,622
N20002426,Downshire_East_A3,Royal Victoria Hospital,10.61,460
N20002427,Downshire_East_A4,Royal Victoria Hospital,9.94,518
N20002428,Downshire_East_B1,Royal Victoria Hospital,12.11,234
N20002429,Downshire_East_B2,Royal Victoria Hospital,11.77,572
N20002430,Downshire_East_A5,Royal Victoria Hospital,12.30,429
N20002431,Downshire_East_B3,Royal Victoria Hospital,11.75,438
N20002432,Downshire_East_B4,Royal Victoria Hospital,12.18,484
N20002433,Downshire_East_A6,Royal Victoria Hospital,12.38,434
N20002434,Downshire_East_A7,Royal Victoria Hospital,13.14,267
N20002435,Downshire_East_C1,Royal Victoria Hospital,12.28,669
N20002436,Downshire_East_C2,Royal Victoria Hospital,12.27,451
N20002437,Downshire_East_C3,Royal Victoria Hospital,12.42,711
N20002438,Downshire_East_D1,Royal Victoria Hospital,14.00,476
N20002439,Downshire_East_D2,Royal Victoria Hospital,15.31,765
N20002440,Downshire_East_E1,Royal Victoria Hospital,14.89,644
N20002441,Downshire_East_E2,Royal Victoria Hospital,18.43,618
N20002442,Downshire_East_D3,Royal Victoria Hospital,17.72,544
N20002443,Downshire_East_E3,Royal Victoria Hospital,17.43,412
N20002444,Downshire_East_E4,Royal Victoria Hospital,17.49,576
N20002445,Downshire_East_D4,Royal Victoria Hospital,20.78,582
N20002446,Downshire_East_E5,Royal Victoria Hospital,22.81,603
N20002447,Downshire_East_F1,Royal Victoria Hospital,23.54,582
N20002448,Downshire_East_E6,Royal Victoria Hospital,21.54,485
N20002449,Downshire_East_F2,Royal Victoria Hospital,23.68,549
N20002450,Downshire_East_F3,Royal Victoria Hospital,27.35,532
N20002451,Downshire_East_G1,Royal Victoria Hospital,26.33,594
N20002452,Downshire_East_F4,Royal Victoria Hospital,27.70,505
N20002453,Downshire_East_G2,Royal Victoria Hospital,30.24,457
N20002454,Downshire_East_G3,Craigavon Area Hospital,33.00,622
N20002455,Downshire_East_G4,Craigavon Area Hospital,33.24,375
N20002456,Castlereagh_South_A1,Royal Victoria Hospital,6.29,667
N20002457,Castlereagh_South_A2,Royal Victoria Hospital,6.27,493
N20002458,Castlereagh_South_B1,Ulster Hospital,8.60,569
N20002459,Castlereagh_South_A3,Ulster Hospital,8.91,492
N20002460,Castlereagh_South_B2,Royal Victoria Hospital,8.95,247
N20002461,Castlereagh_South_C1,Royal Victoria Hospital,6.64,726
N20002462,Castlereagh_South_C2,Royal Victoria Hospital,6.48,480
N20002463,Castlereagh_South_A4,Royal Victoria Hospital,6.56,451
N20002464,Castlereagh_South_B3,Royal Victoria Hospital,8.80,437
N20002465,Castlereagh_South_B4,Royal Victoria Hospital,8.86,425
N20002466,Castlereagh_South_C3,Royal Victoria Hospital,6.81,240
N20002467,Castlereagh_South_B5,Royal Victoria Hospital,8.64,657
N20002468,Castlereagh_South_A5,Royal Victoria Hospital,6.84,557
N20002469,Castlereagh_South_B6,Royal Victoria Hospital,8.58,366
N20002470,Castlereagh_South_C4,Royal Victoria Hospital,6.99,674
N20002471,Castlereagh_South_B7,Royal Victoria Hospital,8.50,412
N20002472,Castlereagh_South_E1,Royal Victoria Hospital,8.23,465
N20002473,Castlereagh_South_D1,Royal Victoria Hospital,7.33,445
N20002474,Castlereagh_South_D2,Royal Victoria Hospital,7.39,714
N20002475,Castlereagh_South_D3,Royal Victoria Hospital,7.94,467
N20002476,Castlereagh_South_E2,Royal Victoria Hospital,8.29,693
N20002477,Castlereagh_South_D4,Royal Victoria Hospital,7.83,409
N20002478,Castlereagh_South_D5,Royal Victoria Hospital,7.92,794
N20002479,Castlereagh_South_E3,Royal Victoria Hospital,7.81,336
N20002480,Castlereagh_South_E4,Royal Victoria Hospital,9.43,613
N20002481,Castlereagh_South_F1,Royal Victoria Hospital,8.53,732
N20002482,Castlereagh_South_E5,Royal Victoria Hospital,8.97,699
N20002483,Castlereagh_South_E6,Royal Victoria Hospital,8.93,813
N20002484,Castlereagh_South_F2,Royal Victoria Hospital,11.47,840
N20002485,Castlereagh_South_J1,Royal Victoria Hospital,9.98,406
N20002486,Castlereagh_South_J2,Royal Victoria Hospital,10.45,266
N20002487,Castlereagh_South_J3,Royal Victoria Hospital,10.54,735
N20002488,Castlereagh_South_J4,Royal Victoria Hospital,11.16,557
N20002489,Castlereagh_South_G1,Royal Victoria Hospital,11.07,338
N20002490,Castlereagh_South_G2,Royal Victoria Hospital,11.32,629
N20002491,Castlereagh_South_G3,Royal Victoria Hospital,11.98,556
N20002492,Castlereagh_South_H1,Royal Victoria Hospital,11.73,349
N20002493,Castlereagh_South_H2,Royal Victoria Hospital,11.70,354
N20002494,Castlereagh_South_H3,Royal Victoria Hospital,11.80,415
N20002495,Castlereagh_South_G4,Royal Victoria Hospital,12.25,664
N20002496,Castlereagh_South_H4,Royal Victoria Hospital,11.90,741
N20002497,Castlereagh_South_H5,Royal Victoria Hospital,12.14,474
N20002498,Castlereagh_South_J5,Royal Victoria Hospital,14.04,402
N20002499,Castlereagh_South_J6,Royal Victoria Hospital,13.57,689
N20002500,Castlereagh_East_A1,Ulster Hospital,2.15,917
N20002501,Castlereagh_East_A2,Ulster Hospital,2.33,504
N20002502,Castlereagh_East_C1,Ulster Hospital,1.19,414
N20002503,Castlereagh_East_C2,Ulster Hospital,0.59,567
N20002504,Castlereagh_East_C3,Ulster Hospital,0.59,303
N20002505,Castlereagh_East_B1,Ulster Hospital,2.07,531
N20002506,Castlereagh_East_C4,Ulster Hospital,0.90,325
N20002507,Castlereagh_East_C5,Ulster Hospital,0.39,227
N20002508,Castlereagh_East_D1,Ulster Hospital,0.06,520
N20002509,Castlereagh_East_B2,Ulster Hospital,2.41,564
N20002510,Castlereagh_East_E1,Ulster Hospital,0.98,344
N20002511,Castlereagh_East_A3,Ulster Hospital,1.36,502
N20002512,Castlereagh_East_E2,Ulster Hospital,0.89,471
N20002513,Castlereagh_East_B3,Ulster Hospital,1.86,356
N20002514,Castlereagh_East_A4,Ulster Hospital,1.64,596
N20002515,Castlereagh_East_B4,Ulster Hospital,2.11,564
N20002516,Castlereagh_East_D2,Ulster Hospital,0.88,584
N20002517,Castlereagh_East_E3,Ulster Hospital,1.06,309
N20002518,Castlereagh_East_B5,Ulster Hospital,2.33,463
N20002519,Castlereagh_East_D3,Ulster Hospital,0.98,300
N20002520,Castlereagh_East_C6,Ulster Hospital,0.90,539
N20002521,Castlereagh_East_F1,Ulster Hospital,1.15,490
N20002522,Castlereagh_East_F2,Ulster Hospital,1.17,370
N20002523,Castlereagh_East_F3,Ulster Hospital,1.74,361
N20002524,Castlereagh_East_D4,Ulster Hospital,0.85,525
N20002525,Castlereagh_East_E4,Ulster Hospital,1.21,368
N20002526,Castlereagh_East_H1,Ulster Hospital,1.84,566
N20002527,Castlereagh_East_F4,Ulster Hospital,1.24,634
N20002528,Castlereagh_East_H2,Ulster Hospital,2.10,344
N20002529,Castlereagh_East_F5,Ulster Hospital,1.34,349
N20002530,Castlereagh_East_E5,Ulster Hospital,1.44,462
N20002531,Castlereagh_East_G1,Ulster Hospital,1.72,324
N20002532,Castlereagh_East_G2,Ulster Hospital,1.89,464
N20002533,Castlereagh_East_H3,Ulster Hospital,2.07,338
N20002534,Castlereagh_East_G3,Ulster Hospital,1.58,541
N20002535,Castlereagh_East_H4,Ulster Hospital,1.95,363
N20002536,Castlereagh_East_G4,Ulster Hospital,1.93,564
N20002537,Castlereagh_East_G5,Ulster Hospital,1.81,330
N20002538,Castlereagh_East_H5,Ulster Hospital,2.48,435
N20002539,Castlereagh_East_H6,Ulster Hospital,2.76,416
N20002540,Castlereagh_East_J1,Ulster Hospital,6.03,431
N20002541,Castlereagh_East_J2,Ulster Hospital,6.52,461
N20002542,Castlereagh_East_J3,Ulster Hospital,8.46,368
N20002543,Castlereagh_East_J4,Royal Victoria Hospital,10.77,264
N20002544,Castlereagh_East_K1,Ulster Hospital,11.09,383
N20002545,Castlereagh_East_K2,Ulster Hospital,12.16,600
N20002546,Castlereagh_East_K3,Ulster Hospital,11.97,611
N20002547,Castlereagh_East_J5,Ulster Hospital,13.64,634
N20002548,Bannside_A1,Causeway Area Hospital,30.41,650
N20002549,Bannside_A2,Antrim Area Hospital,29.38,560
N20002550,Bannside_C1,Antrim Area Hospital,29.77,592
N20002551,Bannside_A3,Antrim Area Hospital,25.03,420
N20002552,Bannside_C2,Causeway Area Hospital,30.75,457
N20002553,Bannside_C3,Antrim Area Hospital,31.00,434
N20002554,Bannside_B1,Antrim Area Hospital,23.89,354
N20002555,Bannside_B2,Antrim Area Hospital,23.61,511
N20002556,Bannside_B3,Antrim Area Hospital,23.64,505
N20002557,Bannside_B4,Antrim Area Hospital,23.36,571
N20002558,Bannside_B5,Antrim Area Hospital,23.11,340
N20002559,Bannside_B6,Antrim Area Hospital,23.07,378
N20002560,Bannside_D1,Antrim Area Hospital,29.11,383
N20002561,Bannside_D2,Antrim Area Hospital,28.62,431
N20002562,Bannside_D3,Antrim Area Hospital,28.67,555
N20002563,Bannside_C4,Antrim Area Hospital,27.96,740
N20002564,Bannside_A4,Antrim Area Hospital,22.42,664
N20002565,Bannside_E1,Antrim Area Hospital,19.82,287
N20002566,Bannside_E2,Antrim Area Hospital,20.39,391
N20002567,Bannside_E3,Antrim Area Hospital,20.61,561
N20002568,Bannside_E4,Antrim Area Hospital,19.96,330
N20002569,Bannside_E5,Antrim Area Hospital,19.60,371
N20002570,Bannside_E6,Antrim Area Hospital,19.48,422
N20002571,Bannside_F1,Antrim Area Hospital,23.42,498
N20002572,Bannside_F2,Antrim Area Hospital,34.55,549
N20002573,Bannside_E7,Antrim Area Hospital,20.81,491
N20002574,Bannside_F3,Antrim Area Hospital,22.36,654
N20002575,Bannside_F4,Antrim Area Hospital,22.90,178
N20002576,Bannside_G1,Antrim Area Hospital,34.65,567
N20002577,Bannside_H1,Antrim Area Hospital,25.53,588
N20002578,Bannside_G2,Antrim Area Hospital,22.96,533
N20002579,Bannside_G3,Antrim Area Hospital,23.22,559
N20002580,Bannside_H2,Antrim Area Hospital,25.46,543
N20002581,Bannside_J1,Antrim Area Hospital,21.14,633
N20002582,Bannside_J2,Antrim Area Hospital,19.49,629
N20002583,Bannside_H3,Antrim Area Hospital,22.31,614
N20002584,Bannside_J3,Antrim Area Hospital,18.72,686
N20002585,Bannside_H4,Antrim Area Hospital,24.18,607
N20002586,Bannside_J4,Antrim Area Hospital,19.67,607
N20002587,Ballymena_A1,Antrim Area Hospital,20.36,338
N20002588,Ballymena_A2,Antrim Area Hospital,20.41,568
N20002589,Ballymena_A3,Antrim Area Hospital,19.96,507
N20002590,Ballymena_D1,Antrim Area Hospital,19.73,467
N20002591,Ballymena_B1,Antrim Area Hospital,20.52,366
N20002592,Ballymena_C1,Antrim Area Hospital,20.09,441
N20002593,Ballymena_D2,Antrim Area Hospital,19.74,655
N20002594,Ballymena_A4,Antrim Area Hospital,19.64,510
N20002595,Ballymena_B2,Antrim Area Hospital,20.05,580
N20002596,Ballymena_C2,Antrim Area Hospital,19.76,333
N20002597,Ballymena_B3,Antrim Area Hospital,19.40,393
N20002598,Ballymena_D3,Antrim Area Hospital,18.84,388
N20002599,Ballymena_B4,Antrim Area Hospital,19.01,411
N20002600,Ballymena_B5,Antrim Area Hospital,19.66,561
N20002601,Ballymena_C3,Antrim Area Hospital,19.13,460
N20002602,Ballymena_C4,Antrim Area Hospital,19.41,485
N20002603,Ballymena_B6,Antrim Area Hospital,19.24,607
N20002604,Ballymena_D4,Antrim Area Hospital,19.37,697
N20002605,Ballymena_C5,Antrim Area Hospital,19.31,555
N20002606,Ballymena_E1,Antrim Area Hospital,18.57,738
N20002607,Ballymena_F1,Antrim Area Hospital,18.71,308
N20002608,Ballymena_C6,Antrim Area Hospital,18.75,211
N20002609,Ballymena_F2,Antrim Area Hospital,19.49,404
N20002610,Ballymena_F3,Antrim Area Hospital,18.64,364
N20002611,Ballymena_E2,Antrim Area Hospital,18.77,556
N20002612,Ballymena_D5,Antrim Area Hospital,17.26,505
N20002613,Ballymena_E3,Antrim Area Hospital,18.11,754
N20002614,Ballymena_G1,Antrim Area Hospital,19.04,404
N20002615,Ballymena_E4,Antrim Area Hospital,18.07,559
N20002616,Ballymena_G2,Antrim Area Hospital,17.00,349
N20002617,Ballymena_G3,Antrim Area Hospital,17.77,785
N20002618,Ballymena_F4,Antrim Area Hospital,18.54,413
N20002619,Ballymena_H1,Antrim Area Hospital,16.66,572
N20002620,Ballymena_G4,Antrim Area Hospital,17.31,546
N20002621,Ballymena_F5,Antrim Area Hospital,19.49,426
N20002622,Ballymena_H2,Antrim Area Hospital,16.43,440
N20002623,Ballymena_F6,Antrim Area Hospital,19.32,348
N20002624,Ballymena_F7,Antrim Area Hospital,18.23,444
N20002625,Ballymena_J1,Antrim Area Hospital,16.89,341
N20002626,Ballymena_H3,Antrim Area Hospital,16.61,366
N20002627,Ballymena_J2,Antrim Area Hospital,16.53,225
N20002628,Ballymena_G5,Antrim Area Hospital,17.84,537
N20002629,Ballymena_J3,Antrim Area Hospital,16.49,604
N20002630,Ballymena_K1,Antrim Area Hospital,17.76,327
N20002631,Ballymena_H4,Antrim Area Hospital,16.20,392
N20002632,Ballymena_H5,Antrim Area Hospital,16.93,461
N20002633,Ballymena_K2,Antrim Area Hospital,18.95,487
N20002634,Ballymena_K3,Antrim Area Hospital,18.26,469
N20002635,Ballymena_K4,Antrim Area Hospital,18.35,406
N20002636,Ballymena_K5,Antrim Area Hospital,18.15,280
N20002637,Ballymena_K6,Antrim Area Hospital,17.62,556
N20002638,Ballymena_K7,Antrim Area Hospital,17.62,391
N20002639,Braid_A1,Antrim Area Hospital,33.86,679
N20002640,Braid_A2,Antrim Area Hospital,31.94,714
N20002641,Braid_A3,Antrim Area Hospital,31.44,486
N20002642,Braid_B1,Antrim Area Hospital,27.06,585
N20002643,Braid_C1,Antrim Area Hospital,30.78,518
N20002644,Braid_A4,Antrim Area Hospital,29.18,353
N20002645,Braid_A5,Antrim Area Hospital,28.97,678
N20002646,Braid_C2,Antrim Area Hospital,25.62,738
N20002647,Braid_C3,Causeway Area Hospital,33.94,722
N20002648,Braid_B2,Antrim Area Hospital,23.53,687
N20002649,Braid_B3,Antrim Area Hospital,29.19,405
N20002650,Braid_C4,Antrim Area Hospital,22.77,407
N20002651,Braid_B4,Antrim Area Hospital,23.56,449
N20002652,Braid_D1,Antrim Area Hospital,20.65,604
N20002653,Braid_C5,Antrim Area Hospital,23.46,524
N20002654,Braid_E1,Antrim Area Hospital,21.55,671
N20002655,Braid_C6,Antrim Area Hospital,21.67,557
N20002656,Braid_D2,Antrim Area Hospital,20.66,490
N20002657,Braid_E2,Antrim Area Hospital,21.23,283
N20002658,Braid_H1,Antrim Area Hospital,21.61,606
N20002659,Braid_D3,Antrim Area Hospital,20.09,278
N20002660,Braid_E3,Antrim Area Hospital,21.31,411
N20002661,Braid_E4,Antrim Area Hospital,20.87,360
N20002662,Braid_F1,Mater Hospital,52.27,657
N20002663,Braid_H2,Antrim Area Hospital,17.08,748
N20002664,Braid_F2,Antrim Area Hospital,22.17,583
N20002665,Braid_G1,Antrim Area Hospital,17.61,268
N20002666,Braid_G2,Antrim Area Hospital,17.44,498
N20002667,Braid_J1,Antrim Area Hospital,17.85,349
N20000023,Dunsilly_D6,Antrim Area Hospital,27.72,502
N20002669,Braid_G3,Antrim Area Hospital,17.07,492
N20002670,Braid_J2,Antrim Area Hospital,17.94,556
N20002671,Braid_G4,Antrim Area Hospital,15.36,679
N20002672,Braid_J3,Antrim Area Hospital,18.16,213
N20002673,Braid_G5,Antrim Area Hospital,16.48,444
N20002674,Braid_H3,Antrim Area Hospital,14.18,434
N20002675,Braid_H4,Antrim Area Hospital,16.12,319
N20002676,Braid_H5,Antrim Area Hospital,11.60,679
N20002677,Braid_F4,Antrim Area Hospital,13.37,568
N20002678,Braid_H6,Antrim Area Hospital,14.45,640
N20002679,Braid_F5,Antrim Area Hospital,20.11,443
N20002680,Braid_K1,Antrim Area Hospital,9.42,415
N20002681,Braid_K2,Antrim Area Hospital,9.54,604
N20002682,Braid_K3,Antrim Area Hospital,10.19,658
N20002683,Braid_K4,Antrim Area Hospital,10.72,441
N20002684,Braid_F6,Antrim Area Hospital,9.92,359
N20002685,Coast_Road_B1,Antrim Area Hospital,39.95,355
N20002686,Coast_Road_A1,Antrim Area Hospital,40.68,422
N20002687,Coast_Road_A2,Antrim Area Hospital,40.04,596
N20002688,Coast_Road_A3,Antrim Area Hospital,39.09,457
N20002689,Coast_Road_B2,Mater Hospital,45.78,473
N20002690,Coast_Road_B3,Antrim Area Hospital,36.37,417
N20002691,Coast_Road_C1,Mater Hospital,43.30,644
N20000024,Dunsilly_C4,Mater Hospital,37.63,620
N20002693,Coast_Road_C3,Mater Hospital,38.31,343
N20002694,Coast_Road_C4,Mater Hospital,35.20,430
N20002695,Coast_Road_D1,Mater Hospital,36.47,461
N20002696,Coast_Road_D2,Mater Hospital,35.46,420
N20000025,Dunsilly_F2,Mater Hospital,35.17,415
N20000026,Dunsilly_B4,Mater Hospital,37.31,554
N20000027,Dunsilly_F3,Mater Hospital,34.88,558
N20002700,Coast_Road_F2,Mater Hospital,32.28,415
N20000028,Dunsilly_F4,Mater Hospital,34.55,550
N20000029,Dunsilly_F5,Mater Hospital,35.03,552
N20000030,Dunsilly_B5,Mater Hospital,35.91,496
N20000031,Dunsilly_B6,Mater Hospital,34.87,531
N20002705,Coast_Road_F3,Mater Hospital,32.26,400
N20002706,Coast_Road_F4,Mater Hospital,32.25,293
N20000032,Dunsilly_F6,Mater Hospital,34.06,459
N20000033,Dunsilly_F7,Mater Hospital,35.22,536
N20002709,Coast_Road_G2,Mater Hospital,34.06,714
N20002710,Coast_Road_H1,Mater Hospital,31.32,534
N20002711,Coast_Road_H2,Mater Hospital,31.49,384
N20002712,Coast_Road_H3,Mater Hospital,31.68,298
N20002713,Coast_Road_J1,Mater Hospital,31.77,452
N20000034,Dunsilly_F8,Mater Hospital,33.65,439
N20000035,Antrim_A1,Mater Hospital,35.10,671
N20002716,Coast_Road_F5,Mater Hospital,31.92,773
N20000036,Antrim_A2,Mater Hospital,33.59,374
N20000037,Antrim_A3,Mater Hospital,33.66,423
N20002719,Coast_Road_H4,Mater Hospital,31.38,435
N20000038,Antrim_B1,Mater Hospital,34.15,628
N20002721,Coast_Road_J3,Mater Hospital,31.94,201
N20002722,Coast_Road_J4,Mater Hospital,31.68,410
N20002723,Coast_Road_H5,Mater Hospital,31.31,423
N20002724,Coast_Road_J5,Mater Hospital,31.83,317
N20002725,Larne_Lough_A1,Mater Hospital,33.84,268
N20002726,Larne_Lough_A2,Mater Hospital,33.47,544
N20002727,Larne_Lough_B1,Mater Hospital,33.10,429
N20002728,Larne_Lough_A3,Mater Hospital,33.23,415
N20002729,Larne_Lough_B2,Mater Hospital,33.03,151
N20002730,Larne_Lough_C1,Mater Hospital,30.75,441
N20002731,Larne_Lough_C2,Mater Hospital,31.00,578
N20002732,Larne_Lough_B3,Mater Hospital,32.62,419
N20002733,Larne_Lough_C3,Mater Hospital,30.65,438
N20002734,Larne_Lough_B4,Mater Hospital,32.68,283
N20002735,Larne_Lough_B5,Mater Hospital,33.53,512
N20002736,Larne_Lough_B6,Mater Hospital,32.22,389
N20002737,Larne_Lough_C4,Mater Hospital,30.44,566
N20002738,Larne_Lough_C5,Mater Hospital,30.06,424
N20002739,Larne_Lough_E1,Mater Hospital,36.18,615
N20002740,Larne_Lough_C6,Mater Hospital,29.64,601
N20002741,Larne_Lough_F1,Mater Hospital,31.36,470
N20002742,Larne_Lough_D1,Mater Hospital,31.26,846
N20002743,Larne_Lough_E2,Mater Hospital,31.95,881
